artist_song,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
2 Pac|||California Love,0.6478585622028245,0.54,0.711864406779661,0.43548387096774194,0.6444444444444445,0.5942028985507246,0.6,0.42105263157894735,0.44642857142857145,0.391304347826087,0.3090909090909091,0.37209302325581395,0.2708333333333333,0.3409090909090909,0.37142857142857144,0.2857142857142857,0.15151515151515152,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2Pac|||How Do U Want It,0.2650273224043716,0.22641509433962265,0.38235294117647056,0.2962962962962963,0.22972972972972974,0.2835820895522388,0.1388888888888889,0.16883116883116883,0.2153846153846154,0.1,0.10869565217391304,0.15789473684210525,0.06818181818181818,0.10638297872340426,0.06976744186046512,0.02702702702702703,0.16666666666666666,0.08108108108108109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
702|||Where My Girls At?,0.6307724274063685,0.6142857142857143,0.660377358490566,0.4153846153846154,0.532258064516129,0.375,0.41509433962264153,0.27586206896551724,0.30434782608695654,0.40816326530612246,0.2127659574468085,0.2727272727272727,0.1951219512195122,0.22580645161290322,0.20588235294117646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ace Of Base|||All That She Wants,0.9629629629629629,0.94,0.9761904761904762,0.8771929824561403,0.9545454545454546,0.9538461538461539,1.0,0.8529411764705882,0.9,0.875,0.7794117647058824,0.660377358490566,0.7708333333333334,0.58,0.7021276595744681,0.5454545454545454,0.5454545454545454,0.5238095238095238,0.5882352941176471,0.4857142857142857,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ace Of Base|||Don't Turn Around,0.8990683229813664,0.9090909090909091,0.8269230769230769,0.8,0.7567567567567568,0.7727272727272727,0.6666666666666666,0.5161290322580645,0.5573770491803278,0.6290322580645161,0.625,0.40350877192982454,0.36923076923076925,0.4426229508196721,0.3888888888888889,0.4186046511627907,0.36363636363636365,0.3235294117647059,0.4146341463414634,0.21875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ace Of Base|||The Sign,0.9785714285714286,0.9545454545454546,0.9836065573770492,0.9333333333333333,0.9298245614035088,0.9076923076923077,0.9425287356321839,0.8933333333333333,0.9047619047619048,0.8405797101449275,0.8059701492537313,0.7254901960784313,0.6825396825396826,0.7659574468085106,0.5576923076923077,0.6326530612244898,0.6346153846153846,0.5833333333333334,0.7352941176470589,0.4722222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adina Howard|||Freak Like Me,0.4146926536731634,0.28,0.30158730158730157,0.296875,0.2,0.16883116883116883,0.17857142857142858,0.1896551724137931,0.23809523809523808,0.171875,0.25,0.14285714285714285,0.13793103448275862,0.06,0.075,0.12,0.16666666666666666,0.07142857142857142,0.1724137931034483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aerosmith|||I Don't Want To Miss A Thing,0.9592345404358752,0.953125,0.9661016949152542,0.9866666666666667,0.8703703703703703,0.9305555555555556,0.8620689655172413,0.8,0.8478260869565217,0.875,0.8181818181818182,0.6976744186046512,0.825,0.75,0.5416666666666666,0.4583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aerosmith|||Janie's Got A Gun,0.8203781512605041,0.8461538461538461,0.7567567567567568,0.8333333333333334,0.6829268292682927,0.5901639344262295,0.5714285714285714,0.5490196078431373,0.7346938775510204,0.5846153846153846,0.4777777777777778,0.3269230769230769,0.45161290322580644,0.2982456140350877,0.44642857142857145,0.24528301886792453,0.323943661971831,0.2037037037037037,0.23404255319148937,0.2708333333333333,0.17391304347826086,0.20512820512820512,0.07692307692307693,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alanis Morissette|||Ironic,0.9696637426900585,0.9787234042553191,0.9855072463768116,0.95,0.9264705882352942,0.9365079365079365,0.972972972972973,0.84,0.9193548387096774,0.7777777777777778,0.7659574468085106,0.7446808510638298,0.68,0.6122448979591837,0.6052631578947368,0.5428571428571428,0.6071428571428571,0.45714285714285713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
