artist_song,mean_millennial_recognition,mean_gen_z_recognition
2 Pac|||California Love,0.5176015126194632,0.268377942720048
2Pac|||How Do U Want It,0.20963162086217832,0.06243949695036651
702|||Where My Girls At?,0.5534814530969739,0.24417611514385715
Ace Of Base|||All That She Wants,0.8309673214473224,0.540097306201754
Ace Of Base|||Don't Turn Around,0.623148629903507,0.37278685355782576
Ace Of Base|||The Sign,0.8797692071335774,0.5973044677473432
Adina Howard|||Freak Like Me,0.2074776784158254,0.13989156268568034
Aerosmith|||I Don't Want To Miss A Thing,0.9089487410113444,0.6655212743873068
Aerosmith|||Janie's Got A Gun,0.43498783099611743,0.17408322420101108
Alanis Morissette|||Ironic,0.8876119036295943,0.5876721521942111
Alannah Myles|||Black Velvet,0.621798688451372,0.3954835673585673
Alias|||More Than Words Can Say,0.07503083667736149,0.10753356450106925
All Saints|||Never Ever,0.3924293822343378,0.08387921632890673
All-4-One|||I Swear,0.7545164173902218,0.3806424003293074
Allure|||All Cried Out,0.15566985652655949,0.09741788305369418
Amy Grant|||Baby Baby,0.2775502395586125,0.08980777202335027
Amy Grant|||Every Heartbeat,0.18415115268093718,0.10302656848692654
Atlantic Starr|||Masterpiece,0.09058289784492764,0.06030644825211889
"B-52's, The|||Roam",0.558512219313201,0.20125509558212562
BLACKstreet|||No Diggity,0.7926189308016597,0.5305533163442202
Babyface|||When Can I See You,0.14557137327453123,0.03892615243314507
"Backstreet Boys, The|||Everybody ",0.9669328062110175,0.8574720586574034
"Backstreet Boys, The|||Quit Playing Games",0.7566912017419738,0.29931189810500153
Barenaked Ladies|||One Week,0.7287847801636071,0.2569128402461736
Bell Biv DeVoe|||Do Me!,0.11795482130494639,0.08199126479201667
Bell Biv DeVoe|||Poison,0.5014042539259792,0.2600273240159591
Bette Midler|||From A Distance,0.31059073121237685,0.10320449340057185
Billy Idol|||Cradle Of Love,0.11707042820556422,0.08723002381538965
Billy Joel|||The River Of Dreams,0.5151479354151105,0.18995135688684076
Billy Ray Cyrus|||Achy Breaky Heart,0.801641203053987,0.5337738311142567
Bobby Brown|||Humpin' Around,0.28861642623347644,0.16011666452455928
Bon Jovi|||Always,0.49289631593794025,0.34528792912513845
Bone Thugs N Harmony|||Look Into My Eyes,0.10971523534328466,0.02994453644012585
Bone Thugs N Harmony|||Tha Crossroads,0.3700591027068186,0.10131998950927901
Boyz II Men|||4 Seasons Of Loneliness,0.1571281563438286,0.061400398543255685
Boyz II Men|||End Of The Road,0.48581332746773925,0.20881183165588438
Boyz II Men|||I'll Make Love To You,0.3820685666748113,0.13083978888576592
Boyz II Men|||In The Still Of The Nite ,0.15301577960940246,0.03424089273952475
Boyz II Men|||It's So Hard To Say Goodbye To Yesterday,0.2582757221602799,0.15481973302431706
Boyz II Men|||Motownphilly,0.30277322051438893,0.10702640479063243
Boyz II Men|||On Bended Knee,0.31486023911232147,0.13166289631172481
Boyz II Men|||Water Runs Dry,0.2888130835788703,0.12354497354497353
Brandy and Monica|||The Boy Is Mine,0.5977684160320348,0.3385399589044091
Brandy|||Baby,0.19555463192080172,0.11508121508121509
Brandy|||Have You Ever?,0.37412997343809823,0.16509036274442437
Brandy|||Sittin' Up In My Room,0.1708970038750864,0.11222037019909359
Brian McKnight|||Back At One,0.4764922473079118,0.09031279874303129
Britney Spears|||..Baby One More Time,0.9918509070294785,0.9619603211477253
Bryan Adams|||All For Love,0.3280970733960506,0.21726292856323817
Bryan Adams|||Can't Stop This Thing We Started,0.29228418305690046,0.22623590734897983
Bryan Adams|||Everything I Do I Do It For You,0.7232581934062198,0.4157117012794167
Bryan Adams|||Have You Ever Really Loved A Woman?,0.3404431142733108,0.1197076587019773
Busta Rhymes|||What's It Gonna Be?!,0.16118052962074722,0.06384504384504384
C and C Music Factory|||Gonna Make You Sweat,0.8736862031282341,0.6893877686640845
C and C Music Factory|||Here We Go,0.4245885620734903,0.3127395371960589
C+C Music Factory|||Things That Make You Go Hmmmm,0.22533724159132787,0.13072999470058294
Calloway|||I Wanna Be Rich,0.07801792756736799,0.05642442162050005
Cathy Dennis|||Touch Me ,0.16977898940006952,0.10645025259967789
Celine Dion|||All By Myself,0.7548349718855182,0.5317988959410445
Celine Dion|||Because You Loved Me,0.6029342623800079,0.24901856934212843
Celine Dion|||If You Asked Me To,0.18574626998107058,0.06816088785609344
Celine Dion|||It's All Coming Back To Me Now,0.5491500642992532,0.2052253104884684
Celine Dion|||My Heart Will Go On,0.974674479802537,0.9634967689315515
Celine Dion|||The Power Of Love,0.5709666599065074,0.30958303876517024
Celine Dion|||Where Does My Heart Beat Now,0.19997176828893717,0.10149352746736467
Changing Faces|||Stroke You Up,0.06592129633350854,0.022253787878787876
Cher|||Believe,0.9833807846354293,0.8994373530958897
Christina Aguilera|||Genie In A Bottle,0.9226368800552142,0.6943159468984322
Color Me Badd|||All 4 Love,0.1429173212663952,0.12832574567645064
Color Me Badd|||I Adore Mi Amor,0.08816700375379877,0.09831484802880681
Color Me Badd|||I Wanna Sex You Up,0.3769331087113163,0.1371664920052017
Coolio|||Fantastic Voyage,0.32516946940588665,0.17694624043261062
Coolio|||Gangsta's Paradise,0.9231864976298197,0.8188431455822761
Crash Test Dummies|||Mmm Mmm Mmm Mmm,0.3434220017017071,0.11968308403730399
D.R.S.|||Gangsta Lean,0.08658660549879776,0.0529265873015873
DJ Jazzy Jeff and The Fresh Prince|||Summertime,0.41900517224043093,0.17243481324876675
Damn Yankees|||High Enough,0.06557899529520157,0.06458407821635626
Deborah Cox|||Nobody's Supposed To Be Here,0.21040830984946501,0.08118787823088898
Deee-Lite|||Groove Is In The Heart,0.6001863594323144,0.30481669199632105
"Destiny's Child|||Bills, Bills, Bills",0.693183723214471,0.38112745098039214
Divine|||Lately,0.1635683780355269,0.10384968301634967
Donna Lewis|||I Love You Always Forever,0.5967280773236461,0.26986855736855736
Dr. Dre|||Nuthin' But A G Thang,0.5757430389607833,0.3903076757368895
Dru Hill|||How Deep Is Your Love,0.3160194733951744,0.09939053877225919
Dru Hill|||In My Bed,0.09104725103759932,0.054829349394566775
Duran Duran|||Ordinary World,0.35905262626235657,0.16353223981900453
EMF|||Unbelievable,0.6326892809973743,0.31517994938909316
Elton John|||Can You Feel The Love Tonight,0.9085013033645727,0.7166750707402209
Elton John|||Candle In The Wind,0.5167712311430687,0.1821731270007132
En Vogue|||Don't Let Go ,0.4060998642148044,0.16540404040404041
En Vogue|||Hold On,0.19304630469469833,0.07857078182281435
En Vogue|||My Lovin' ,0.525319601309913,0.2556028342666274
Enigma|||Return To Innocence,0.42248620270675025,0.14973149424368937
Enrique Iglesias|||Bailamos,0.9093247732257711,0.5984326965305226
Eric Clapton|||Tears In Heaven,0.5766044363463297,0.2776794167010385
Everything But The Girl|||Missing,0.37183102275203406,0.09820428933332159
Extreme|||Hole Hearted,0.08257285439135709,0.04773745519713262
Extreme|||More Than Words,0.6331882611804914,0.35087029700032796
George Michael|||Don't Let The Sun Go Down On Me,0.37996242511305217,0.2241472470884235
George Michael|||Praying For Time,0.07433582895029263,0.08019284636931696
Glenn Medeiros|||She Ain't Worth It,0.07847865306810822,0.1667233900567234
Gloria Estefan|||Coming Out Of The Dark,0.057875715710345166,0.05039675213903889
Guns N' Roses|||November Rain,0.3862236284102365,0.2440417408448099
H-Town|||Knockin' Da Boots,0.05973717233868675,0.01948284690220174
Hanson|||MMMbop,0.6701053727158287,0.29351772636709117
Heart|||All I Wanna Do Is Make Love To You,0.2602402896975371,0.15710283454185892
"Heights, The|||How Do You Talk To An Angel",0.2458309324780202,0.10393999382969972
Hi-Five|||I Like The Way ,0.14724993143313464,0.07349907680934602
House Of Pain|||Jump Around,0.893817267710996,0.7956646637149484
Ini Kamoze|||Here Comes The Hotstepper,0.6167474712041146,0.3110145170921033
Jade|||Don't Walk Away,0.23677382809524405,0.12835497835497833
James Ingram|||I Don't Have The Heart,0.24152942427785484,0.20408845658845662
Jane Child|||Don't Wanna Fall In Love,0.1228382040258278,0.1037212620545954
Janet Jackson|||Again,0.23061951608458744,0.1347069597069597
Janet Jackson|||Alright,0.13590640847924979,0.053661401147169656
Janet Jackson|||And On And On,0.07758519895531209,0.05009496676163342
"Janet Jackson|||Any Time, Any Place",0.09125035865841456,0.06897214627477787
Janet Jackson|||Black Cat,0.13265245442195378,0.10641004753907979
Janet Jackson|||Come Back To Me,0.11095892077554785,0.04494825708061003
Janet Jackson|||Escapade,0.19454831718908897,0.10985219467375051
Janet Jackson|||If,0.2625898566533666,0.1296650109150109
Janet Jackson|||Love Will Never Do ,0.13051427774124205,0.11209349593495936
Janet Jackson|||Runaway,0.264535814765688,0.0428606799256205
Janet Jackson|||That's The Way Love Goes,0.2211024306462024,0.09401519973328483
Janet|||I Get Lonely,0.18272796125340032,0.12482893450635386
Janet|||Together Again,0.4417107767605272,0.0937670768782829
Jennifer Lopez|||If You Had My Love,0.7551613012138428,0.3032830897764787
Jennifer Paige|||Crush,0.5763090264210002,0.28079426276890046
Jessica Simpson|||I Wanna Love You Forever,0.17514469322422935,0.11686129657218096
"Jesus Jones|||Real, Real, Real",0.04335099797051815,0.07566796872547223
"Jesus Jones|||Right Here, Right Now",0.361924451333476,0.09679026181203786
Jewel|||You Were Meant For Me,0.5397521439263805,0.19825036075036073
Joan Osborne|||One Of Us,0.9101264383532554,0.6645603089720737
Jodeci|||Lately,0.10832140553890729,0.04587128131885165
Jody Watley|||Everything,0.08483116904014419,0.08099790306312046
Joe Public|||Live And Learn,0.21771415704222416,0.1275720799072317
John Mellencamp|||Wild Night,0.2330000314890962,0.05120431893687707
Johnny Gill|||Rub You The Right Way,0.11498873945908085,0.10978832968820453
Jon Bon Jovi|||Blaze Of Glory,0.1891376636355546,0.15307840307840306
K-Ci and JoJo|||All My Life,0.6186312339607835,0.19135443025841578
K-Ci and JoJo|||Tell Me It's Real,0.23948375444893702,0.04989443875551511
Karyn White|||Romantic,0.1118553231605594,0.16189197918849083
Keith Sweat|||Nobody,0.12722424217030767,0.1097361812238507
Keith Sweat|||Twisted,0.1968505076885585,0.164533969787593
Kris Kross|||Jump,0.7212716800121398,0.5513693982443982
LFO|||Summer Girls,0.5130037782049783,0.14337606837606837
LL Cool J|||Hey Lover,0.19391561490612055,0.17270819458319456
LL Cool J|||Loungin',0.1214608129934804,0.045523313281933965
LSG|||My Body,0.11054912892399342,0.05491062170793414
Lauryn Hill|||Doo Wop ,0.5373343784411896,0.18153617287237978
LeAnn Rimes|||How Do I Live,0.5185714278615613,0.18917465513210194
Lenny Kravitz|||It Ain't Over Til It's Over,0.5403176438615828,0.29852171011591294
Lisa Loeb and Nine Stories|||Stay,0.4016203110672078,0.11625874125874125
Lisa Stansfield|||All Around The World,0.48033588456668475,0.23793550518188197
Londonbeat|||I've Been Thinking About You,0.39811153408675576,0.32905982905982906
Los Del Rio|||Macarena,0.9740794983052415,0.866159632281383
Lou Bega|||Mambo No. 5 ,0.982905199568254,0.9192950940060133
Luther Vandross|||Endless Love,0.37161312939121643,0.20232427854862878
Luther Vandross|||Power Of Love,0.23278781071861274,0.11783854603622045
M.C. Hammer|||Have You Seen Her,0.0727346324866358,0.08468281577864119
M.C. Hammer|||Pray,0.14328499508010786,0.11235863297648195
Madonna|||Erotica,0.19561668302311178,0.06603428358001528
Madonna|||Frozen,0.5430798521367041,0.2885962896317014
Madonna|||I'll Remember,0.2779854809836391,0.11786202560196368
Madonna|||Justify My Love,0.188739059874952,0.09475104475104475
Madonna|||Secret,0.43832277094647076,0.16048801247553737
Madonna|||Take A Bow,0.3496825421692141,0.06436319637870026
Madonna|||This Used To Be My Playground,0.16309883931275967,0.08811855582688917
Madonna|||Vogue,0.6862133319022408,0.46693541930288873
Marc Anthony|||I Need To Know,0.6439583603180343,0.3421740530837658
Mariah Carey|||Always Be My Baby,0.6651116336970367,0.3199527510673022
Mariah Carey|||Can't Let Go,0.20342733107951982,0.13446697653594206
Mariah Carey|||Dreamlover,0.4644908209413052,0.16383255873644453
Mariah Carey|||Emotions,0.35385849314859064,0.27905260881003724
