artist_song,generation,recognition
2 Pac|||California Love,-13,0.6478585622028245
2Pac|||How Do U Want It,-13,0.2650273224043716
702|||Where My Girls At?,-13,0.6307724274063685
Ace Of Base|||All That She Wants,-13,0.9629629629629629
Ace Of Base|||Don't Turn Around,-13,0.8990683229813664
Ace Of Base|||The Sign,-13,0.9785714285714286
Adina Howard|||Freak Like Me,-13,0.4146926536731634
Aerosmith|||I Don't Want To Miss A Thing,-13,0.9592345404358752
Aerosmith|||Janie's Got A Gun,-13,0.8203781512605041
Alanis Morissette|||Ironic,-13,0.9696637426900585
Alannah Myles|||Black Velvet,-13,0.9261904761904761
Alias|||More Than Words Can Say,-13,0.3376068376068376
All Saints|||Never Ever,-13,0.5538234203581321
All-4-One|||I Swear,-13,0.9340878419825788
Allure|||All Cried Out,-13,0.23607503607503608
Amy Grant|||Baby Baby,-13,0.7605769230769232
Amy Grant|||Every Heartbeat,-13,0.6934865900383141
Atlantic Starr|||Masterpiece,-13,0.2675925925925926
"B-52's, The|||Roam",-13,0.8750508750508751
BLACKstreet|||No Diggity,-13,0.8539974912523932
Babyface|||When Can I See You,-13,0.2802886336720923
"Backstreet Boys, The|||Everybody ",-13,0.973868572229228
"Backstreet Boys, The|||Quit Playing Games",-13,0.898953962172353
Barenaked Ladies|||One Week,-13,0.8842074592074592
Bell Biv DeVoe|||Do Me!,-13,0.5517403133502206
Bell Biv DeVoe|||Poison,-13,0.7068081343943412
Bette Midler|||From A Distance,-13,0.7688172043010754
Billy Idol|||Cradle Of Love,-13,0.5631868131868133
Billy Joel|||The River Of Dreams,-13,0.9256535947712418
Billy Ray Cyrus|||Achy Breaky Heart,-13,0.96875
Bobby Brown|||Humpin' Around,-13,0.7299147124064387
Bon Jovi|||Always,-13,0.7412612612612612
Bone Thugs N Harmony|||Look Into My Eyes,-13,0.19678563581002606
Bone Thugs N Harmony|||Tha Crossroads,-13,0.594969342251951
Boyz II Men|||4 Seasons Of Loneliness,-13,0.2801439416346248
Boyz II Men|||End Of The Road,-13,0.8103649929421254
Boyz II Men|||I'll Make Love To You,-13,0.6692588325652841
Boyz II Men|||In The Still Of The Nite ,-13,0.5367804172951232
Boyz II Men|||It's So Hard To Say Goodbye To Yesterday,-13,0.5368790883665026
Boyz II Men|||Motownphilly,-13,0.6051537609677146
Boyz II Men|||On Bended Knee,-13,0.5868669548075321
Boyz II Men|||Water Runs Dry,-13,0.5071844884297998
Brandy and Monica|||The Boy Is Mine,-13,0.8067651098901099
Brandy|||Baby,-13,0.3077718676122932
Brandy|||Have You Ever?,-13,0.4837714426755522
Brandy|||Sittin' Up In My Room,-13,0.3179907524169819
Brian McKnight|||Back At One,-13,0.5854709633829565
Britney Spears|||..Baby One More Time,-13,0.9904761904761905
Bryan Adams|||All For Love,-13,0.7253417767443394
Bryan Adams|||Can't Stop This Thing We Started,-13,0.7800668654558597
Bryan Adams|||Everything I Do I Do It For You,-13,0.9522102747909199
Bryan Adams|||Have You Ever Really Loved A Woman?,-13,0.6504517337850672
Busta Rhymes|||What's It Gonna Be?!,-13,0.33925137362637364
C and C Music Factory|||Gonna Make You Sweat,-13,0.9361645299145299
C and C Music Factory|||Here We Go,-13,0.8412698412698413
C+C Music Factory|||Things That Make You Go Hmmmm,-13,0.7146464646464646
Calloway|||I Wanna Be Rich,-13,0.2520372810227883
Cathy Dennis|||Touch Me ,-13,0.6013645224171539
Celine Dion|||All By Myself,-13,0.852020202020202
Celine Dion|||Because You Loved Me,-13,0.7573664045170396
Celine Dion|||If You Asked Me To,-13,0.43131105006105
Celine Dion|||It's All Coming Back To Me Now,-13,0.7096986817325801
Celine Dion|||My Heart Will Go On,-13,1.0
Celine Dion|||The Power Of Love,-13,0.7728922784002342
Celine Dion|||Where Does My Heart Beat Now,-13,0.5092101385204834
Changing Faces|||Stroke You Up,-13,0.12952327150613563
Cher|||Believe,-13,1.0
Christina Aguilera|||Genie In A Bottle,-13,0.9758475192783355
Color Me Badd|||All 4 Love,-13,0.6286099477156388
Color Me Badd|||I Adore Mi Amor,-13,0.3838734567901234
Color Me Badd|||I Wanna Sex You Up,-13,0.7667582417582417
Coolio|||Fantastic Voyage,-13,0.6160808767951625
Coolio|||Gangsta's Paradise,-13,0.9879511998386773
Crash Test Dummies|||Mmm Mmm Mmm Mmm,-13,0.8175094599243207
D.R.S.|||Gangsta Lean,-13,0.16097714099933857
DJ Jazzy Jeff and The Fresh Prince|||Summertime,-13,0.7369281045751633
Damn Yankees|||High Enough,-13,0.26229936543486376
Deborah Cox|||Nobody's Supposed To Be Here,-13,0.23467809364548495
Deee-Lite|||Groove Is In The Heart,-13,0.8884920634920634
"Destiny's Child|||Bills, Bills, Bills",-13,0.7932287125835513
Divine|||Lately,-13,0.2717901234567901
Donna Lewis|||I Love You Always Forever,-13,0.7823074737141233
Dr. Dre|||Nuthin' But A G Thang,-13,0.7152238253792084
Dru Hill|||How Deep Is Your Love,-13,0.4444534632034632
Dru Hill|||In My Bed,-13,0.1403078403078403
Duran Duran|||Ordinary World,-13,0.8107229997092325
EMF|||Unbelievable,-13,0.975609756097561
Elton John|||Can You Feel The Love Tonight,-13,0.9287862518419353
Elton John|||Candle In The Wind,-13,0.7548756303473286
En Vogue|||Don't Let Go ,-13,0.653212607570878
En Vogue|||Hold On,-13,0.5542200854700855
En Vogue|||My Lovin' ,-13,0.849642255892256
Enigma|||Return To Innocence,-13,0.7206054351565188
Enrique Iglesias|||Bailamos,-13,0.9670250896057349
Eric Clapton|||Tears In Heaven,-13,0.8709283446125551
Everything But The Girl|||Missing,-13,0.641071152955703
Extreme|||Hole Hearted,-13,0.5185185185185185
Extreme|||More Than Words,-13,0.9922480620155039
George Michael|||Don't Let The Sun Go Down On Me,-13,0.7233824733824733
George Michael|||Praying For Time,-13,0.4343339587242026
Glenn Medeiros|||She Ain't Worth It,-13,0.20297349709114418
Gloria Estefan|||Coming Out Of The Dark,-13,0.2473138849035549
Guns N' Roses|||November Rain,-13,0.8539265850945496
H-Town|||Knockin' Da Boots,-13,0.21188132933960915
Hanson|||MMMbop,-13,0.8327786626096465
Heart|||All I Wanna Do Is Make Love To You,-13,0.8421730000677369
"Heights, The|||How Do You Talk To An Angel",-13,0.6565592965712267
Hi-Five|||I Like The Way ,-13,0.3765327296736465
House Of Pain|||Jump Around,-13,0.9553639417693169
Ini Kamoze|||Here Comes The Hotstepper,-13,0.9048280870458018
Jade|||Don't Walk Away,-13,0.5180242272347536
James Ingram|||I Don't Have The Heart,-13,0.5875816993464053
Jane Child|||Don't Wanna Fall In Love,-13,0.5758516845473367
Janet Jackson|||Again,-13,0.5533163825846752
Janet Jackson|||Alright,-13,0.5663409549866458
Janet Jackson|||And On And On,-13,0.1405656527607747
"Janet Jackson|||Any Time, Any Place",-13,0.2842745202009043
Janet Jackson|||Black Cat,-13,0.48562421601637284
Janet Jackson|||Come Back To Me,-13,0.40423976608187134
Janet Jackson|||Escapade,-13,0.5515216404859867
Janet Jackson|||If,-13,0.5945697577276524
Janet Jackson|||Love Will Never Do ,-13,0.5627450980392158
Janet Jackson|||Runaway,-13,0.6283775485138786
Janet Jackson|||That's The Way Love Goes,-13,0.5662931223906833
Janet|||I Get Lonely,-13,0.3200006695301958
Janet|||Together Again,-13,0.6115209623777554
Jennifer Lopez|||If You Had My Love,-13,0.9212028094820018
Jennifer Paige|||Crush,-13,0.665965404394577
Jessica Simpson|||I Wanna Love You Forever,-13,0.25497742200328405
